s,from_country,dest_airport_code,dest_country,aircraft_type,airline_number,airline_name,flight_number,departure_time,arrival_time,duration,stops,price,currency,co2_emissions,avg_co2_emission_for_this_route,co2_percentage,scan_date
CPH,Denmark,CMN,Morocco,Airbus A320neo|Airbus A320|Airbus A319,multi,[SAS| Lufthansa],SK1460|SK1460|SK1460,5/1/2022 15:30,5/1/2022 23:35,605,2,653,USD,476000,345000,37%,4/29/2022 17:52
CPH,Denmark,CMN,Morocco,ATR 72|Airbus A319|Airbus A319,multi,[SAS| Lufthansa],SK434|SK434|SK434,5/1/2022 08:05,5/1/2022 23:35,1050,2,656,USD,453000,345000,31%,4/29/2022 17:52
CPH,Denmark,CMN,Morocco,ATR 72|Airbus A320|Airbus A319,multi,[SAS| Lufthansa],SK434|SK434|SK434,5/1/2022 08:05,5/1/2022 23:35,1050,2,656,USD,431000,345000,24%,4/29/2022 17:52
CPH,Denmark,CMN,Morocco,ATR 72|Airbus A320|Airbus A319,multi,[SAS| Lufthansa],SK434|SK434|SK434,5/1/2022 08:05,5/1/2022 23:35,1050,2,656,USD,431000,345000,24%,4/29/2022 17:52
CPH,Denmark,CMN,Morocco,Airbus A320|Airbus A320neo|Airbus A319,multi,[SAS| Lufthansa],SK1424|SK1424|SK1424,5/1/2022 15:30,5/1/2022 23:35,605,2,658,USD,475000,345000,37%,4/29/2022 17:52
CPH,Denmark,CMN,Morocco,Airbus A319|Airbus A319|Boeing 737,multi,[British Airways| Royal Air Maroc],BA813|BA813|BA813,5/1/2022 10:40,5/1/2022 19:25,645,2,659,USD,361000,345000,4%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320neo,NK,[Spirit],NK400,5/7/2022 14:13,5/7/2022 19:08,235,0,136,USD,212000,252000,-15%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,CM,[COPA],CM412|CM412,5/7/2022 08:39,5/7/2022 15:45,366,1,169,USD,343000,252000,35%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320,B6,[JetBlue],B61958,5/7/2022 00:55,5/7/2022 06:00,245,0,189,USD,275000,252000,8%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320,AV,[Avianca],AV36,5/7/2022 08:35,5/7/2022 13:30,235,0,215,USD,285000,252000,12%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,CM,[COPA],CM877|CM877,5/7/2022 04:59,5/7/2022 15:45,586,1,169,USD,343000,252000,35%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,CM,[COPA],CM495|CM495,5/7/2022 06:39,5/7/2022 15:45,486,1,169,USD,343000,252000,35%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,CM,[COPA],CM416|CM416,5/7/2022 11:39,5/8/2022 15:45,1626,1,169,USD,343000,252000,35%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,CM,[COPA],CM244|CM244,5/7/2022 15:17,5/8/2022 15:45,1408,1,169,USD,343000,252000,35%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,CM,[COPA],CM414|CM414,5/7/2022 18:07,5/8/2022 15:45,1238,1,169,USD,365000,252000,44%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320neo|Airbus A321 (Sharklets),NK,[Spirit],NK1922|NK1922,5/7/2022 13:45,5/8/2022 07:23,998,1,213,USD,293000,252000,16%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737MAX 8 Passenger,UA,[United],UA206|UA206,5/7/2022 00:14,5/7/2022 13:42,748,1,271,USD,616000,252000,143%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,UA,[United],UA206|UA206,5/7/2022 00:14,5/7/2022 22:23,1269,1,283,USD,641000,252000,153%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|Boeing 737,multi,[COPA| United],CM877|CM877|CM877,5/7/2022 04:59,5/7/2022 22:23,984,2,285,USD,586000,252000,132%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|Boeing 737,multi,[COPA| United],CM495|CM495|CM495,5/7/2022 06:39,5/7/2022 22:23,884,2,285,USD,586000,252000,132%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|Airbus A320,multi,[COPA| United],CM416|CM416|CM416,5/7/2022 11:39,5/8/2022 10:50,1331,2,285,USD,603000,252000,139%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737,multi,[Avianca| COPA],AV60|AV60,5/7/2022 15:30,5/8/2022 15:45,1395,1,295,USD,344000,252000,36%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,UA,[United],UA206|UA206,5/7/2022 00:14,5/7/2022 17:54,1000,1,322,USD,641000,252000,153%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|ATR 72,multi,[COPA| Silver Airways],CM877|CM877|CM877,5/7/2022 04:59,5/7/2022 19:50,831,2,325,USD,412000,252000,63%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321,AA,[American],AA1122|AA1122,5/7/2022 23:45,5/8/2022 12:44,719,1,331,USD,687000,252000,172%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321,AA,[American],AA1122|AA1122,5/7/2022 23:45,5/8/2022 20:41,1196,1,331,USD,687000,252000,172%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321|Boeing 737,AA,[American],AA1122|AA1122|AA1122,5/7/2022 23:45,5/8/2022 22:47,1322,2,336,USD,790000,252000,213%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321|Boeing 737,AA,[American],AA1122|AA1122|AA1122,5/7/2022 23:45,5/8/2022 22:47,1322,2,336,USD,790000,252000,213%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737,multi,[Avianca| COPA],AV58|AV58,5/7/2022 08:35,5/8/2022 15:45,1810,1,348,USD,344000,252000,36%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321,AA,[American],AA1122|AA1122,5/7/2022 23:45,5/8/2022 22:27,1302,1,373,USD,687000,252000,172%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,UA,[United],UA206|UA206,5/7/2022 00:14,5/7/2022 10:50,576,1,383,USD,649000,252000,156%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,UA,[United],UA508|UA508,5/7/2022 07:30,5/7/2022 22:23,833,1,391,USD,641000,252000,153%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|ATR 72,multi,[COPA| Silver Airways],CM414|CM414|CM414,5/7/2022 18:07,5/8/2022 17:20,1333,2,428,USD,443000,252000,75%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|ATR 72,multi,[COPA| Silver Airways],CM414|CM414|CM414,5/7/2022 18:07,5/8/2022 17:20,1333,2,428,USD,443000,252000,75%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,CM,[COPA],CM495|CM495,5/7/2022 06:39,5/8/2022 15:45,1926,1,440,USD,343000,252000,35%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,CM,[COPA],CM412|CM412,5/7/2022 08:39,5/8/2022 15:45,1806,1,440,USD,343000,252000,35%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,UA,[United],UA508|UA508,5/7/2022 07:30,5/7/2022 17:54,564,1,446,USD,641000,252000,153%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Airbus A320,UA,[United],UA508|UA508,5/7/2022 07:30,5/8/2022 10:50,1580,1,446,USD,658000,252000,160%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737MAX 8 Passenger,UA,[United],UA508|UA508,5/7/2022 07:30,5/8/2022 13:42,1752,1,456,USD,616000,252000,143%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321|Airbus A321,AA,[American],AA1122|AA1122|AA1122,5/7/2022 23:45,5/8/2022 16:32,947,2,482,USD,797000,252000,215%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|ATR 72,multi,[Avianca| Silver Airways],AV28|AV28,5/7/2022 08:05,5/7/2022 19:50,645,1,493,USD,314000,252000,24%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321,AA,[American],AA1122|AA1122,5/7/2022 23:45,5/8/2022 16:32,947,1,496,USD,687000,252000,172%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 737,multi,[Avianca| COPA],AV196|AV196|AV196,5/7/2022 14:45,5/8/2022 15:45,1440,2,528,USD,502000,252000,98%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 737,multi,[Avianca| COPA],AV196|AV196|AV196,5/7/2022 14:45,5/8/2022 15:45,1440,2,536,USD,484000,252000,91%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A320,multi,[Avianca| JetBlue],AV244|AV244,5/7/2022 15:35,5/8/2022 08:59,984,1,537,USD,646000,252000,155%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 737,multi,[Avianca| COPA],AV8383|AV8383|AV8383,5/7/2022 15:15,5/8/2022 15:45,1410,2,542,USD,537000,252000,112%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 737,multi,[Avianca| COPA],AV123|AV123|AV123,5/7/2022 23:10,5/8/2022 15:45,935,2,542,USD,537000,252000,112%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737MAX 9 Passenger|ATR 72,multi,[COPA| Silver Airways],CM877|CM877|CM877,5/7/2022 04:59,5/7/2022 19:50,831,2,552,USD,382000,252000,51%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737MAX 9 Passenger|ATR 72,multi,[COPA| Silver Airways],CM495|CM495|CM495,5/7/2022 06:39,5/7/2022 19:50,731,2,552,USD,382000,252000,51%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737MAX 9 Passenger|ATR 72,multi,[COPA| Silver Airways],CM412|CM412|CM412,5/7/2022 08:39,5/7/2022 19:50,611,2,552,USD,382000,252000,51%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 737,multi,[Avianca| COPA],AV8373|AV8373|AV8373,5/7/2022 15:10,5/8/2022 15:45,1415,2,556,USD,486000,252000,92%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 737,multi,[Avianca| COPA],AV8375|AV8375|AV8375,5/7/2022 23:10,5/8/2022 15:45,935,2,556,USD,486000,252000,92%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,UA,[United],UA269|UA269,5/7/2022 08:35,5/7/2022 22:40,785,1,563,USD,713000,252000,182%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,UA,[United],UA269|UA269,5/7/2022 08:35,5/7/2022 23:38,843,1,563,USD,705000,252000,179%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Airbus A320|Boeing 737,UA,[United],UA269|UA269|UA269,5/7/2022 08:35,5/8/2022 00:59,924,2,563,USD,750000,252000,197%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Airbus A319|Boeing 737,UA,[United],UA269|UA269|UA269,5/7/2022 08:35,5/8/2022 00:59,924,2,563,USD,757000,252000,200%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737MAX 8 Passenger,UA,[United],UA269|UA269,5/7/2022 08:35,5/8/2022 02:06,991,1,563,USD,677000,252000,168%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321|Boeing 737,AA,[American],AA1122|AA1122|AA1122,5/7/2022 23:45,5/8/2022 14:55,850,2,566,USD,790000,252000,213%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321|Airbus A321,AA,[American],AA1122|AA1122|AA1122,5/7/2022 23:45,5/8/2022 16:32,947,2,566,USD,797000,252000,215%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321|Airbus A321,AA,[American],AA1122|AA1122|AA1122,5/7/2022 23:45,5/8/2022 18:34,1069,2,572,USD,797000,252000,215%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|Boeing 737,multi,[COPA| Bahamasair],CM877|CM877|CM877,5/7/2022 04:59,5/7/2022 17:05,666,2,574,USD,433000,252000,71%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 737,multi,[Avianca| COPA],AV8383|AV8383|AV8383,5/7/2022 15:15,5/8/2022 15:45,1410,2,579,USD,537000,252000,112%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 737,multi,[Avianca| COPA],AV123|AV123|AV123,5/7/2022 23:10,5/8/2022 15:45,935,2,579,USD,537000,252000,112%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 737,multi,[Avianca| COPA],AV196|AV196|AV196,5/7/2022 14:45,5/8/2022 15:45,1440,2,583,USD,484000,252000,91%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV244|AV244,5/7/2022 15:35,5/8/2022 12:06,1171,1,586,USD,648000,252000,156%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV244|AV244,5/7/2022 15:35,5/8/2022 16:06,1411,1,586,USD,648000,252000,156%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV244|AV244,5/7/2022 15:35,5/8/2022 17:59,1524,1,586,USD,648000,252000,156%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321,multi,[Avianca| JetBlue],AV210|AV210,5/7/2022 07:14,5/7/2022 20:07,713,1,590,USD,710000,252000,181%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A320,multi,[Avianca| JetBlue],AV210|AV210,5/7/2022 07:14,5/7/2022 23:53,939,1,590,USD,708000,252000,180%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A320,multi,[Avianca| JetBlue],AV210|AV210,5/7/2022 07:14,5/8/2022 08:59,1485,1,590,USD,708000,252000,180%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737MAX 8 Passenger,UA,[United],UA269|UA269,5/7/2022 08:35,5/7/2022 21:20,705,1,602,USD,677000,252000,168%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Airbus A320,UA,[United],UA269|UA269,5/7/2022 08:35,5/8/2022 11:10,1535,1,602,USD,724000,252000,186%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV244|AV244,5/7/2022 15:35,5/8/2022 13:28,1253,1,606,USD,648000,252000,156%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV244|AV244,5/7/2022 15:35,5/8/2022 20:07,1652,1,606,USD,648000,252000,156%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Airbus A320,multi,[Avianca| United],AV262|AV262|AV262,5/7/2022 12:55,5/8/2022 10:50,1255,2,610,USD,641000,252000,153%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|ATR 42,multi,[COPA| Silver Airways],CM877|CM877|CM877,5/7/2022 04:59,5/7/2022 14:25,506,2,636,USD,430000,252000,70%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV9324|AV9324|AV9324,5/7/2022 15:50,5/8/2022 12:06,1156,2,645,USD,669000,252000,165%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV9326|AV9326|AV9326,5/7/2022 17:30,5/8/2022 12:06,1056,2,645,USD,669000,252000,165%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV8534|AV8534|AV8534,5/7/2022 18:10,5/8/2022 12:06,1016,2,645,USD,676000,252000,167%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV8534|AV8534|AV8534,5/7/2022 18:10,5/8/2022 16:06,1256,2,645,USD,676000,252000,167%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV9332|AV9332|AV9332,5/7/2022 19:25,5/8/2022 12:06,941,2,645,USD,686000,252000,171%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV9332|AV9332|AV9332,5/7/2022 19:25,5/8/2022 16:06,1181,2,645,USD,686000,252000,171%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|Boeing 737,multi,[COPA| Bahamasair],CM244|CM244|CM244,5/7/2022 15:17,5/8/2022 17:05,1488,2,660,USD,433000,252000,71%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|Boeing 737,multi,[COPA| Bahamasair],CM414|CM414|CM414,5/7/2022 18:07,5/8/2022 17:05,1318,2,660,USD,455000,252000,80%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV8534|AV8534|AV8534,5/7/2022 18:10,5/8/2022 13:28,1098,2,665,USD,676000,252000,167%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV9332|AV9332|AV9332,5/7/2022 19:25,5/8/2022 13:28,1023,2,665,USD,686000,252000,171%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321|Airbus A321,AA,[American],AA1122|AA1122|AA1122,5/7/2022 23:45,5/8/2022 16:32,947,2,685,USD,797000,252000,215%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321|Airbus A321,AA,[American],AA1122|AA1122|AA1122,5/7/2022 23:45,5/8/2022 18:34,1069,2,691,USD,797000,252000,215%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737,UA,[United],UA269|UA269,5/7/2022 08:35,5/8/2022 10:38,1503,1,697,USD,713000,252000,182%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Embraer 190,multi,[Avianca| JetBlue],AV246|AV246,5/7/2022 07:50,5/7/2022 21:40,770,1,702,USD,656000,252000,160%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A320,multi,[Avianca| JetBlue],AV246|AV246,5/7/2022 07:50,5/8/2022 09:39,1489,1,702,USD,603000,252000,139%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A330|Airbus A321,AC,[Air Canada],AC99|AC99,5/7/2022 09:00,5/8/2022 12:26,1586,1,780,USD,668000,252000,164%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A330|Airbus A319,AC,[Air Canada],AC99|AC99,5/7/2022 09:00,5/8/2022 18:29,1949,1,780,USD,679000,252000,168%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321,multi,[Avianca| JetBlue],AV49|AV49,5/7/2022 06:20,5/8/2022 06:50,1410,1,783,USD,721000,252000,185%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Airbus A321,multi,[Avianca| JetBlue],AV53|AV53,5/7/2022 14:20,5/8/2022 06:50,930,1,783,USD,691000,252000,173%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321,multi,[Avianca| JetBlue],AV20|AV20,5/7/2022 22:55,5/8/2022 12:06,731,1,786,USD,710000,252000,181%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321,multi,[Avianca| JetBlue],AV20|AV20,5/7/2022 22:55,5/8/2022 16:06,971,1,786,USD,710000,252000,181%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321,multi,[Avianca| JetBlue],AV20|AV20,5/7/2022 22:55,5/8/2022 17:59,1084,1,786,USD,710000,252000,181%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321,multi,[Avianca| JetBlue],AV20|AV20,5/7/2022 22:55,5/8/2022 13:28,813,1,805,USD,710000,252000,181%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321,multi,[Avianca| JetBlue],AV20|AV20,5/7/2022 22:55,5/8/2022 20:07,1212,1,805,USD,710000,252000,181%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321|Boeing 737,AA,[American],AA1122|AA1122|AA1122,5/7/2022 23:45,5/8/2022 22:47,1322,2,816,USD,790000,252000,213%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321|Boeing 737,AA,[American],AA1122|AA1122|AA1122,5/7/2022 23:45,5/8/2022 22:47,1322,2,816,USD,790000,252000,213%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A321|Boeing 737,AA,[American],AA1122|AA1122|AA1122,5/7/2022 23:45,5/8/2022 22:47,1322,2,822,USD,790000,252000,213%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Airbus A320,multi,[Avianca| JetBlue],AV20|AV20,5/7/2022 22:55,5/8/2022 23:53,1438,1,822,USD,708000,252000,180%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A330|Airbus A321,AC,[Air Canada],AC99|AC99,5/7/2022 09:00,5/8/2022 20:44,2084,1,846,USD,668000,252000,164%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A319|Boeing 737MAX 8 Passenger,multi,[Avianca| Air Canada],AV204|AV204,5/7/2022 14:50,5/8/2022 09:33,1063,1,1043,USD,725000,252000,187%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 757,multi,[Avianca| Delta],AV72|AV72|AV72,5/7/2022 08:00,5/8/2022 00:21,921,2,1452,USD,742000,252000,194%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 757,multi,[Avianca| Delta],AV256|AV256|AV256,5/7/2022 07:55,5/8/2022 00:21,926,2,1473,USD,564000,252000,123%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 757,multi,[Avianca| Delta],AV256|AV256|AV256,5/7/2022 07:55,5/8/2022 00:21,926,2,1473,USD,564000,252000,123%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|Boeing 737,multi,[COPA| United],CM877|CM877|CM877,5/7/2022 04:59,5/8/2022 00:59,1140,2,1550,USD,648000,252000,156%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|Boeing 737,multi,[COPA| United],CM495|CM495|CM495,5/7/2022 06:39,5/8/2022 00:59,1040,2,1550,USD,648000,252000,156%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737,multi,[Avianca| United],AV246|AV246,5/7/2022 07:50,5/8/2022 00:59,969,1,1822,USD,594000,252000,135%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|Boeing 737MAX 9 Passenger,multi,[COPA| United],CM244|CM244|CM244,5/7/2022 15:17,5/8/2022 11:21,1144,2,1861,USD,810000,252000,220%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 767|Boeing 757,DL,[Delta],DL980|DL980,5/7/2022 09:00,5/7/2022 18:10,490,1,1913,USD,535000,252000,111%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 767|Boeing 757,DL,[Delta],DL980|DL980,5/7/2022 09:00,5/7/2022 20:06,606,1,1913,USD,535000,252000,111%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 767|Boeing 757,DL,[Delta],DL980|DL980,5/7/2022 09:00,5/7/2022 23:11,791,1,1913,USD,535000,252000,111%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 767|Boeing 757,DL,[Delta],DL980|DL980,5/7/2022 09:00,5/8/2022 00:21,861,1,1913,USD,511000,252000,102%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Airbus A320|Boeing 737|Boeing 757,multi,[Avianca| Delta],AV256|AV256|AV256,5/7/2022 07:55,5/7/2022 23:11,856,2,2399,USD,749000,252000,196%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|ATR 72,multi,[United| Silver Airways],UA206|UA206|UA206,5/7/2022 00:14,5/7/2022 19:50,1116,2,2712,USD,676000,252000,167%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Airbus A320|ATR 72,multi,[United| Silver Airways],UA206|UA206|UA206,5/7/2022 00:14,5/7/2022 19:50,1116,2,2810,USD,692000,252000,174%,4/29/2022 17:52
BOG,Columbia,FLL,United States,Boeing 737|Boeing 737|ATR 72,multi,[United| Silver Airways],UA206|UA206|UA206,5/7/2022 00:14,5/7/2022 19:50,1116,2,2810,USD,676000,252000,167%,4/29/2022 17:52
CPH,Denmark,CAI,Egypt,Airbus A321|Airbus A321,TK,[Turkish Airlines],TK1786|TK1786,5/30/2022 18:55,5/31/2022 07:50,775,1,215,USD,407000,407000,0%,4/29/2022 17:52
CPH,Denmark,CAI,Egypt,Airbus A320|Airbus A321,A3,[Aegean],A3751|A3751,5/30/2022 11:25,5/31/2022 00:50,805,1,250,USD,372000,407000,-8%,4/29/2022 17:52
CPH,Denmark,CAI,Egypt,Airbus A320neo,MS,[EgyptAir],MS760,5/30/2022 15:45,5/30/2022 20:10,265,0,259,USD,315000,407000,-22%,4/29/2022 17:52
CPH,Denmark,CAI,Egypt,,multi,[Pegasus| EgyptAir],PC1074|PC1074|PC1074,5/30/2022 15:50,5/31/2022 06:30,880,2,199,USD,424000,407000,4%,4/29/2022 17:52
CPH,Denmark,CAI,Egypt,Airbus A321|Airbus A321,TK,[Turkish Airlines],TK1784|TK1784,5/30/2022 10:45,5/31/2022 07:50,1265,1,216,USD,407000,407000,0%,4/29/2022 17:52
CPH,Denmark,CAI,Egypt,Boeing 737|Airbus A321,TK,[Turkish Airlines],TK1782|TK1782,5/30/2022 14:55,5/31/2022 07:50,1015,1,216,USD,404000,407000,0%,4/29/2022 17:52
CPH,Denmark,CAI,Egypt,,multi,[Pegasus| EgyptAir],PC1074|PC1074|PC1074,5/30/2022 15:50,5/31/2022 06:00,850,2,235,USD,412000,407000,1%,4/29/2022 17:52
CPH,Denmark,CAI,Egypt,,multi,[Norwegian| Aegean],D83580|D83580|D83580,5/30/2022 12:15,5/31/2022 00:50,755,2,262,USD,406000,407000,0%,4/29/2022 17:52
