s,from_country,dest_airport_code,dest_country,aircraft_type,airline_number,airline_name,flight_number,departure_time,arrival_time,duration,stops,price,currency,co2_emissions,avg_co2_emission_for_this_route,co2_percentage,scan_date
GRU,Brazil,MUC,Germany,Boeing 787|Airbus A320,multi,[LATAM| Lufthansa],LA702|LA702,7/28/2022 23:00,7/30/2022 08:15,1695,1,1892,USD,3577000,933000,283%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330|Airbus A321|Airbus A320,multi,[Iberia| Lufthansa],IB6824|IB6824|IB6824,7/28/2022 14:20,7/29/2022 11:20,960,2,1899,USD,4014000,933000,330%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Boeing 787,AC,[Air Canada],AC91|AC91,7/28/2022 21:20,7/30/2022 07:45,1765,1,2261,USD,1925000,933000,106%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Airbus A350,multi,[United| Lufthansa],UA844|UA844,7/28/2022 22:20,7/30/2022 07:20,1680,1,2330,USD,1288000,933000,38%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A350|Airbus A320neo,BA,[British Airways],BA246|BA246,7/28/2022 16:05,7/29/2022 11:50,885,1,2490,USD,2888000,933000,209%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A350|Airbus A319,BA,[British Airways],BA246|BA246,7/28/2022 16:05,7/29/2022 15:35,1110,1,2490,USD,2949000,933000,216%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A350|Airbus A319,BA,[British Airways],BA246|BA246,7/28/2022 16:05,7/29/2022 18:35,1290,1,2490,USD,2951000,933000,216%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Embraer 195|Airbus A350,multi,[Azul| Lufthansa],AD4084|AD4084,7/28/2022 10:40,7/29/2022 13:10,1290,1,3778,USD,805000,933000,-13%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Embraer 190 E2|Airbus A320,multi,[SWISS| Lufthansa],LX93|LX93|LX93,7/28/2022 18:20,7/29/2022 17:55,1115,2,3778,USD,1300000,933000,39%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A350,multi,[Air Canada| Lufthansa],AC97|AC97,7/28/2022 21:05,7/30/2022 10:10,1925,1,4376,USD,1317000,933000,41%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Airbus A350,multi,[Air Canada| Lufthansa],AC91|AC91,7/28/2022 21:20,7/30/2022 10:10,1910,1,4494,USD,1281000,933000,37%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A350,QR,[Qatar Airways],QR774|QR774,7/28/2022 02:40,7/29/2022 07:00,1400,1,15871,USD,7140000,933000,665%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A350,QR,[Qatar Airways],QR774|QR774,7/28/2022 02:40,7/29/2022 13:30,1790,1,15871,USD,7140000,933000,665%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 777|Airbus A350,QR,[Qatar Airways],QR780|QR780,7/28/2022 20:35,7/30/2022 07:00,1765,1,15871,USD,7140000,933000,665%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A319,AV,[Avianca],AV86,7/28/2022 07:10,7/28/2022 11:15,365,0,331,USD,544000,544000,0%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320,AV,[Avianca],AV248,7/28/2022 17:15,7/28/2022 21:20,365,0,331,USD,477000,544000,-12%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320,AV,[Avianca],AV184,7/28/2022 01:35,7/28/2022 05:40,365,0,367,USD,477000,544000,-12%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320,LA,[LATAM],LA8000,7/28/2022 08:10,7/28/2022 12:10,360,0,367,USD,436000,544000,-19%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Airbus A320,multi,[Gol| Avianca],G31098|G31098,7/28/2022 18:35,7/29/2022 11:45,1150,1,338,USD,413000,544000,-24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Airbus A320,multi,[Gol| Avianca],G31690|G31690,7/28/2022 22:05,7/29/2022 11:45,940,1,338,USD,413000,544000,-24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A320,LA,[LATAM],LA8039|LA8039,7/28/2022 19:20,7/29/2022 12:21,1141,1,367,USD,558000,544000,2%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 767|Airbus A320|Airbus A320,LA,[LATAM],LA2383|LA2383|LA2383,7/28/2022 06:50,7/28/2022 19:55,905,2,371,USD,647000,544000,18%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 767|Airbus A320|Airbus A320,LA,[LATAM],LA2383|LA2383|LA2383,7/28/2022 06:50,7/28/2022 22:18,1048,2,371,USD,647000,544000,18%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 767|Airbus A320|Airbus A320,LA,[LATAM],LA2383|LA2383|LA2383,7/28/2022 06:50,7/28/2022 23:56,1146,2,371,USD,647000,544000,18%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A321|Airbus A319|Airbus A320,LA,[LATAM],LA3532|LA3532|LA3532,7/28/2022 15:05,7/29/2022 12:21,1396,2,374,USD,715000,544000,31%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A320,LA,[LATAM],LA8039|LA8039,7/28/2022 19:20,7/29/2022 15:36,1336,1,410,USD,558000,544000,2%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 767|Airbus A320,LA,[LATAM],LA2383|LA2383,7/28/2022 06:50,7/28/2022 15:36,646,1,435,USD,606000,544000,11%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Boeing 787,LA,[LATAM],LA755|LA755,7/28/2022 21:50,7/29/2022 13:45,1075,1,435,USD,704000,544000,29%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,7/28/2022 01:35,7/28/2022 09:29,594,1,451,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,7/28/2022 01:35,7/28/2022 11:03,688,1,451,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,7/28/2022 01:35,7/28/2022 17:26,1071,1,451,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,7/28/2022 01:50,7/28/2022 09:29,579,1,451,USD,583000,544000,7%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,7/28/2022 01:50,7/28/2022 11:03,673,1,451,USD,583000,544000,7%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,7/28/2022 01:50,7/28/2022 13:29,819,1,451,USD,583000,544000,7%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,7/28/2022 01:50,7/28/2022 17:07,1037,1,451,USD,583000,544000,7%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,7/28/2022 01:50,7/28/2022 17:26,1056,1,451,USD,583000,544000,7%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,7/28/2022 03:16,7/28/2022 11:03,587,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,7/28/2022 03:16,7/28/2022 13:29,733,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,7/28/2022 03:16,7/28/2022 17:07,951,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,7/28/2022 03:16,7/28/2022 17:26,970,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM724|CM724,7/28/2022 05:25,7/28/2022 13:29,604,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM724|CM724,7/28/2022 05:25,7/28/2022 17:07,822,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM724|CM724,7/28/2022 05:25,7/28/2022 17:26,841,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM724|CM724,7/28/2022 05:25,7/29/2022 09:29,1804,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM724|CM724,7/28/2022 05:25,7/29/2022 11:03,1898,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM700|CM700,7/28/2022 12:30,7/29/2022 13:29,1619,1,451,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Boeing 787,LA,[LATAM],LA753|LA753,7/28/2022 17:45,7/29/2022 13:45,1320,1,471,USD,704000,544000,29%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737|Airbus A320,multi,[COPA| Avianca],CM758|CM758|CM758,7/28/2022 01:50,7/28/2022 19:35,1185,2,489,USD,726000,544000,33%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A320|Boeing 787,LA,[LATAM],LA8016|LA8016|LA8016,7/28/2022 15:25,7/29/2022 05:35,970,2,500,USD,766000,544000,40%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,7/28/2022 01:35,7/28/2022 13:29,834,1,506,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,7/28/2022 01:35,7/28/2022 17:07,1052,1,506,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,7/28/2022 01:50,7/28/2022 20:07,1217,1,506,USD,583000,544000,7%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM758|CM758,7/28/2022 01:50,7/28/2022 22:55,1385,1,506,USD,583000,544000,7%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM700|CM700,7/28/2022 12:30,7/29/2022 09:29,1379,1,506,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM700|CM700,7/28/2022 12:30,7/29/2022 11:03,1473,1,506,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM700|CM700,7/28/2022 12:30,7/29/2022 17:07,1837,1,506,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM700|CM700,7/28/2022 12:30,7/29/2022 17:26,1856,1,506,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737MAX 9 Passenger|Airbus A320,multi,[COPA| Avianca],CM758|CM758|CM758,7/28/2022 01:50,7/28/2022 20:15,1225,2,516,USD,751000,544000,37%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 787|Boeing 787,LA,[LATAM],LA631|LA631,7/28/2022 12:45,7/29/2022 05:35,1130,1,521,USD,712000,544000,30%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A380|Boeing 777,EK,[Emirates],EK262|EK262,4/30/2022 01:25,5/1/2022 06:15,1370,1,1236,USD,1769000,1520000,16%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Boeing 787,LA,[LATAM],LA753|LA753,7/28/2022 17:45,7/29/2022 05:35,830,1,521,USD,704000,544000,29%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Airbus A330,QR,[Qatar Airways],QR774|QR774,4/30/2022 02:40,5/1/2022 07:25,1365,1,1329,USD,1807000,1520000,18%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A320|Airbus A320,LA,[LATAM],LA755|LA755|LA755,7/28/2022 21:50,7/29/2022 12:21,991,2,521,USD,728000,544000,33%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Boeing 777,QR,[Qatar Airways],QR780|QR780,4/30/2022 20:35,5/1/2022 23:50,1275,1,1570,USD,1803000,1520000,18%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A320|Airbus A320,LA,[LATAM],LA755|LA755|LA755,7/28/2022 21:50,7/29/2022 15:36,1186,2,521,USD,728000,544000,33%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A350|Boeing 737,TK,[Turkish Airlines],TK194|TK194,4/30/2022 22:25,5/2/2022 01:15,1250,1,2327,USD,1373000,1520000,-9%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A319|Airbus A320,LA,[LATAM],LA755|LA755|LA755,7/28/2022 21:50,7/29/2022 15:36,1186,2,521,USD,773000,544000,42%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Boeing 787-10,KL,[KLM],KL792|KL792,4/30/2022 19:10,5/1/2022 22:00,1250,1,2566,USD,1685000,1520000,10%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737|Airbus A320,multi,[COPA| Avianca],CM702|CM702|CM702,7/28/2022 03:16,7/28/2022 19:35,1099,2,532,USD,742000,544000,36%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A380|Boeing 777,EK,[Emirates],EK262|EK262,4/30/2022 01:25,5/1/2022 13:35,1810,1,1236,USD,1769000,1520000,16%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,7/28/2022 01:35,7/28/2022 20:07,1232,1,571,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Boeing 777,QR,[Qatar Airways],QR774|QR774,4/30/2022 02:40,5/1/2022 23:50,2350,1,1332,USD,1803000,1520000,18%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737,CM,[COPA],CM801|CM801,7/28/2022 01:35,7/28/2022 22:55,1400,1,571,USD,679000,544000,24%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Airbus A330,QR,[Qatar Airways],QR780|QR780,4/30/2022 20:35,5/2/2022 07:25,1730,1,1570,USD,1807000,1520000,18%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,7/28/2022 03:16,7/28/2022 20:07,1131,1,571,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Boeing 777,QR,[Qatar Airways],QR780|QR780,4/30/2022 20:35,5/2/2022 23:50,2715,1,1574,USD,1803000,1520000,18%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM702|CM702,7/28/2022 03:16,7/28/2022 22:55,1299,1,571,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A350|Boeing 737,TK,[Turkish Airlines],TK16|TK16,4/30/2022 03:35,5/2/2022 01:15,2380,1,2276,USD,1373000,1520000,-9%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM724|CM724,7/28/2022 05:25,7/28/2022 20:07,1002,1,571,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A350|Boeing 777|Boeing 737,multi,[British Airways| EgyptAir],BA246|BA246|BA246,4/30/2022 16:05,5/2/2022 04:45,1840,2,5343,USD,1802000,1520000,18%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM724|CM724,7/28/2022 05:25,7/28/2022 22:55,1170,1,571,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Airbus A321|Airbus A330,multi,[SWISS| Lufthansa],LX93|LX93|LX93,4/30/2022 18:20,5/2/2022 20:20,2640,2,5489,USD,2539000,1520000,67%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM700|CM700,7/28/2022 12:30,7/28/2022 20:07,577,1,571,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A330|Boeing 787|Boeing 777,multi,[Iberia| Qatar Airways],IB6824|IB6824|IB6824,4/30/2022 14:20,5/1/2022 23:55,1655,2,5562,USD,4570000,1520000,200%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737,CM,[COPA],CM700|CM700,7/28/2022 12:30,7/28/2022 22:55,745,1,571,USD,599000,544000,10%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A330|Boeing 787|Airbus A330,multi,[Iberia| Qatar Airways],IB6824|IB6824|IB6824,4/30/2022 14:20,5/2/2022 07:25,2105,2,5562,USD,4574000,1520000,200%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737|Airbus A320,multi,[COPA| Avianca],CM801|CM801|CM801,7/28/2022 01:35,7/28/2022 13:10,815,2,576,USD,824000,544000,51%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A330|Airbus A350|Airbus A330,multi,[Iberia| Qatar Airways],IB6824|IB6824|IB6824,4/30/2022 14:20,5/2/2022 07:25,2105,2,5562,USD,4582000,1520000,201%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Boeing 737|Airbus A320,multi,[COPA| Avianca],CM801|CM801|CM801,7/28/2022 01:35,7/28/2022 13:10,815,2,576,USD,821000,544000,50%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A350|Boeing 777,BA,[British Airways],BA246|BA246,4/30/2022 16:05,5/1/2022 21:00,1375,1,6048,USD,4112000,1520000,170%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737|Airbus A320,multi,[COPA| Avianca],CM758|CM758|CM758,7/28/2022 01:50,7/28/2022 13:10,800,2,576,USD,725000,544000,33%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Airbus A330|Airbus A320|Boeing 777,multi,[Iberia| British Airways],IB6824|IB6824|IB6824,4/30/2022 14:20,5/1/2022 21:00,1480,2,7727,USD,4694000,1520000,208%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A320|Boeing 787,LA,[LATAM],LA8044|LA8044|LA8044,7/28/2022 14:35,7/29/2022 05:35,1020,2,582,USD,758000,544000,39%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Airbus A220-300 Passenger|Airbus A330,multi,[SWISS| Lufthansa],LX93|LX93|LX93,4/30/2022 18:20,5/2/2022 20:20,2640,2,8807,USD,6692000,1520000,340%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Airbus A320|Airbus A320|Airbus A320,LA,[LATAM],LA753|LA753|LA753,7/28/2022 17:45,7/29/2022 12:21,1236,2,582,USD,728000,544000,33%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Embraer 190|Airbus A330,multi,[SWISS| Lufthansa],LX93|LX93|LX93,4/30/2022 18:20,5/2/2022 20:20,2640,2,8807,USD,6731000,1520000,342%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737|Airbus A320,multi,[COPA| Avianca],CM700|CM700|CM700,7/28/2022 12:30,7/29/2022 04:40,1090,2,701,USD,742000,544000,36%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Airbus A220-300 Passenger|Airbus A330,multi,[SWISS| Lufthansa],LX93|LX93|LX93,4/30/2022 18:20,5/2/2022 20:20,2640,2,8822,USD,6692000,1520000,340%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737MAX 9 Passenger|Airbus A320,multi,[COPA| Avianca],CM700|CM700|CM700,7/28/2022 12:30,7/29/2022 04:45,1095,2,724,USD,767000,544000,40%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Airbus A320neo|Airbus A330,multi,[SWISS| Lufthansa],LX93|LX93|LX93,4/30/2022 18:20,5/2/2022 20:20,2640,2,8822,USD,6682000,1520000,339%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 787|Boeing 787,LA,[LATAM],LA701|LA701,7/28/2022 07:55,7/29/2022 05:35,1420,1,745,USD,686000,544000,25%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Airbus A321neo|Airbus A330,multi,[SWISS| Lufthansa],LX93|LX93|LX93,4/30/2022 18:20,5/2/2022 20:20,2640,2,8822,USD,6686000,1520000,339%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 787|Airbus A320neo,multi,[Air Canada| Avianca],AC90|AC90,7/28/2022 11:45,7/29/2022 06:10,1225,1,777,USD,532000,544000,-2%,4/29/2022 17:52
GRU,Brazil,NBO,Kenya,Boeing 777|Canadair RJ 900|Airbus A330,multi,[SWISS| Lufthansa],LX93|LX93|LX93,4/30/2022 18:20,5/2/2022 20:20,2640,2,8822,USD,6726000,1520000,342%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737|Airbus A320,multi,[COPA| Avianca],CM700|CM700|CM700,7/28/2022 12:30,7/29/2022 04:40,1090,2,781,USD,742000,544000,36%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 787|Boeing 787,multi,[Air Canada| Avianca],AC90|AC90,7/28/2022 11:45,7/29/2022 12:00,1575,1,787,USD,626000,544000,14%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Boeing 737|Airbus A320,multi,[COPA| Avianca],CM700|CM700|CM700,7/28/2022 12:30,7/29/2022 04:45,1095,2,803,USD,794000,544000,45%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 777|Boeing 787,LA,[LATAM],LA8190|LA8190,7/28/2022 23:05,7/29/2022 18:25,1280,1,874,USD,942000,544000,73%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737|Airbus A320,multi,[COPA| Avianca],CM801|CM801,7/28/2022 01:35,7/28/2022 12:55,800,1,938,USD,662000,544000,21%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Airbus A320,multi,[COPA| Avianca],CM758|CM758,7/28/2022 01:50,7/28/2022 12:55,785,1,938,USD,566000,544000,3%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 737MAX 9 Passenger|Airbus A320,multi,[COPA| Avianca],CM702|CM702,7/28/2022 03:16,7/28/2022 12:55,699,1,938,USD,582000,544000,6%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 777|Airbus A320,multi,[American| Avianca],AA930|AA930,7/28/2022 21:25,7/29/2022 13:50,1105,1,3567,USD,962000,544000,76%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 777|Boeing 787,multi,[American| LATAM],AA930|AA930,7/28/2022 21:25,7/29/2022 18:25,1380,1,4970,USD,987000,544000,81%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 777|Airbus A320,multi,[LATAM| Avianca],LA8190|LA8190,7/28/2022 23:05,7/29/2022 13:50,1005,1,5692,USD,917000,544000,68%,4/29/2022 17:52
GRU,Brazil,BOG,Columbia,Boeing 777|Airbus A319,multi,[LATAM| American],LA8190|LA8190,7/28/2022 23:05,7/29/2022 13:35,990,1,5873,USD,986000,544000,81%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A350|Airbus A319,BA,[British Airways],BA246|BA246,8/27/2022 16:05,8/28/2022 23:25,1580,1,600,USD,824000,933000,-11%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330-900neo|Airbus A320,TP,[Tap Air Portugal],TP82|TP82,8/27/2022 15:30,8/28/2022 12:50,980,1,691,USD,875000,933000,-6%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330-900neo|Airbus A321neo,TP,[Tap Air Portugal],TP88|TP88,8/27/2022 20:50,8/28/2022 19:10,1040,1,691,USD,844000,933000,-9%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Boeing 737,UX,[Air Europa],UX58|UX58,8/27/2022 13:50,8/28/2022 09:40,890,1,765,USD,815000,933000,-12%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330-900neo|Airbus A321neo,TP,[Tap Air Portugal],TP82|TP82,8/27/2022 15:30,8/28/2022 19:10,1360,1,691,USD,844000,933000,-9%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330-900neo|Airbus A319,TP,[Tap Air Portugal],TP82|TP82,8/27/2022 15:30,8/28/2022 23:30,1620,1,691,USD,898000,933000,-3%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330-900neo|Airbus A319,TP,[Tap Air Portugal],TP88|TP88,8/27/2022 20:50,8/28/2022 23:30,1300,1,691,USD,898000,933000,-3%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Boeing 787|Boeing 737,UX,[Air Europa],UX58|UX58,8/27/2022 13:50,8/28/2022 17:30,1360,1,765,USD,815000,933000,-12%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330-900neo|Airbus A321neo|Airbus A319,TP,[Tap Air Portugal],TP80|TP80|TP80,8/27/2022 20:55,8/28/2022 23:30,1295,2,768,USD,972000,933000,4%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A330-900neo|ATR 72|Airbus A319,TP,[Tap Air Portugal],TP80|TP80|TP80,8/27/2022 20:55,8/28/2022 23:30,1295,2,846,USD,966000,933000,3%,4/29/2022 17:52
GRU,Brazil,MUC,Germany,Airbus A350|Airbus A321,TK,[Turkish Airlines],TK194|TK194,8/27/2022 22:25,8/28/2022 21:20,1075,1,860,USD,1043000,933000,11%,4/29/2022 17:52
